data_snapshot;Coluna1;area;conhecimento_total_area;hhi_conhecimento;share_top1;share_top2;analista_top1;analista_top2;n_analistas_com_conhecimento;cenario;n_analistas_cenario;execucao
12/02/2026;09:00:00.000000000;Direito digital;1,187341525;0,149053803;0,215736652;0,34644721;Esaú;Jacó;7;cenario_1_base;7;cenario_1_base_7_analistas
12/02/2026;09:00:00.000000000;Direito financeiro;1,16388626;0,146657572;0,199931753;0,33327646;Jacó;Eva;7;cenario_1_base;7;cenario_1_base_7_analistas
12/02/2026;09:00:00.000000000;Governança;1,286816393;0,148939515;0,193877821;0,377665414;Abraão;Esaú;7;cenario_1_base;7;cenario_1_base_7_analistas
12/02/2026;09:00:00.000000000;Propriedade intelectual;1,097634546;0,142887431;0,146527302;0,292188577;Abraão;Caim;7;cenario_1_base;7;cenario_1_base_7_analistas
12/02/2026;09:00:00.000000000;Regulatório;1,223848425;0,153670554;0,239130908;0,365942424;Caim;Jacó;7;cenario_1_base;7;cenario_1_base_7_analistas
12/02/2026;09:00:00.000000000;Societário;1,616656674;0,18512146;0,303822032;0,520002992;Eva;Abraão;7;cenario_1_base;7;cenario_1_base_7_analistas
12/02/2026;09:00:00.000000000;Trabalhista;1,098749389;0,142948081;0,151657009;0,293751265;Esaú;Abraão;7;cenario_1_base;7;cenario_1_base_7_analistas
12/02/2026;09:00:00.000000000;Tributário;1,086386513;0,142857143;0,142857143;0,285714286;Jacó;Eva;7;cenario_1_base;7;cenario_1_base_7_analistas
26/02/2026;09:00:00.000000000;Concorrencial;1,219040925;0,146429495;0,187801381;0,354061604;Caim;Abraão;7;cenario_1_base;7;cenario_1_base_7_analistas
26/02/2026;09:00:00.000000000;Contencioso;1,177276142;0,143790215;0,160821627;0,319810457;Caim;Jacó;7;cenario_1_base;7;cenario_1_base_7_analistas
26/02/2026;09:00:00.000000000;Contratos;2,499881251;0,257088131;0,349823353;0,689589109;Davi;Adão;7;cenario_1_base;7;cenario_1_base_7_analistas
26/02/2026;09:00:00.000000000;Direito digital;1,283895752;0,163141839;0,274716473;0,39559706;Esaú;Jacó;7;cenario_1_base;7;cenario_1_base_7_analistas
26/02/2026;09:00:00.000000000;Direito financeiro;1,225312053;0,153875681;0,240039762;0,366699801;Jacó;Eva;7;cenario_1_base;7;cenario_1_base_7_analistas
26/02/2026;09:00:00.000000000;Governança;1,354144105;0,149205727;0,184238263;0,358887983;Abraão;Esaú;7;cenario_1_base;7;cenario_1_base_7_analistas
26/02/2026;09:00:00.000000000;Propriedade intelectual;1,098562449;0,142885521;0,146403537;0,29194178;Abraão;Caim;7;cenario_1_base;7;cenario_1_base_7_analistas
26/02/2026;09:00:00.000000000;Regulatório;1,264803428;0,159913222;0,263768251;0,386473543;Caim;Jacó;7;cenario_1_base;7;cenario_1_base_7_analistas
26/02/2026;09:00:00.000000000;Societário;2,04596829;0,224124948;0,347148301;0,620722193;Eva;Abraão;7;cenario_1_base;7;cenario_1_base_7_analistas
26/02/2026;09:00:00.000000000;Trabalhista;1,100664515;0,142963243;0,15228596;0,294980118;Esaú;Abraão;7;cenario_1_base;7;cenario_1_base_7_analistas
26/02/2026;09:00:00.000000000;Tributário;1,086386513;0,142857143;0,142857143;0,285714286;Jacó;Eva;7;cenario_1_base;7;cenario_1_base_7_analistas
12/03/2026;09:00:00.000000000;Concorrencial;1,39342648;0,151886609;0,214248827;0,380342728;Abraão;Caim;7;cenario_1_base;7;cenario_1_base_7_analistas
12/03/2026;09:00:00.000000000;Contencioso;1,243173162;0,144129366;0,161205062;0,313501998;Abraão;Caim;7;cenario_1_base;7;cenario_1_base_7_analistas
12/03/2026;09:00:00.000000000;Contratos;2,632169772;0,266033588;0,354115031;0,705189849;Davi;Adão;7;cenario_1_base;7;cenario_1_base_7_analistas
12/03/2026;09:00:00.000000000;Direito digital;1,340425554;0,17364424;0,305303874;0,421086561;Esaú;Jacó;7;cenario_1_base;7;cenario_1_base_7_analistas
12/03/2026;09:00:00.000000000;Direito financeiro;1,31509014;0,168780322;0,291920446;0,409933705;Jacó;Eva;7;cenario_1_base;7;cenario_1_base_7_analistas
12/03/2026;09:00:00.000000000;Governança;1,371115172;0,149958145;0,184865546;0,366823388;Esaú;Abraão;7;cenario_1_base;7;cenario_1_base_7_analistas
12/03/2026;09:00:00.000000000;Propriedade intelectual;1,112128291;0,143026389;0,154292347;0,29891004;Caim;Abraão;7;cenario_1_base;7;cenario_1_base_7_analistas
12/03/2026;09:00:00.000000000;Regulatório;1,411783192;0,188391942;0,340416825;0,450347354;Caim;Jacó;7;cenario_1_base;7;cenario_1_base_7_analistas
12/03/2026;09:00:00.000000000;Societário;2,31532803;0,247335966;0,376354857;0,664846468;Eva;Abraão;7;cenario_1_base;7;cenario_1_base_7_analistas
12/03/2026;09:00:00.000000000;Trabalhista;1,101592418;0,142960553;0,152157685;0,294731647;Esaú;Abraão;7;cenario_1_base;7;cenario_1_base_7_analistas
12/03/2026;09:00:00.000000000;Tributário;1,086386513;0,142857143;0,142857143;0,285714286;Jacó;Eva;7;cenario_1_base;7;cenario_1_base_7_analistas
26/03/2026;09:00:00.000000000;Concorrencial;1,430501374;0,15138563;0,209731047;0,371520224;Abraão;Caim;7;cenario_1_base;7;cenario_1_base_7_analistas
26/03/2026;09:00:00.000000000;Contencioso;1,318500619;0,146123658;0,171751591;0,343503182;Esaú;Caim;7;cenario_1_base;7;cenario_1_base_7_analistas
26/03/2026;09:00:00.000000000;Contratos;2,697182317;0,27024129;0,357531054;0,712295916;Davi;Adão;7;cenario_1_base;7;cenario_1_base_7_analistas
26/03/2026;09:00:00.000000000;Direito digital;1,348986295;0,175337953;0,309712453;0,424760378;Esaú;Jacó;7;cenario_1_base;7;cenario_1_base_7_analistas
26/03/2026;09:00:00.000000000;Direito financeiro;1,373205478;0,180250795;0,321887034;0,434905861;Jacó;Eva;7;cenario_1_base;7;cenario_1_base_7_analistas
26/03/2026;09:00:00.000000000;Governança;1,387567475;0,150471292;0,182673606;0,362473986;Esaú;Jacó;7;cenario_1_base;7;cenario_1_base_7_analistas
26/03/2026;09:00:00.000000000;Propriedade intelectual;1,118044718;0,143109361;0,157099684;0,300952095;Caim;Abraão;7;cenario_1_base;7;cenario_1_base_7_analistas
26/03/2026;09:00:00.000000000;Regulatório;1,620687841;0,236016604;0,425436277;0,521196898;Caim;Jacó;7;cenario_1_base;7;cenario_1_base_7_analistas
26/03/2026;09:00:00.000000000;Societário;2,463219862;0,256002089;0,370429679;0,684969101;Eva;Abraão;7;cenario_1_base;7;cenario_1_base_7_analistas
26/03/2026;09:00:00.000000000;Trabalhista;1,101592418;0,142960553;0,152157685;0,294731647;Esaú;Abraão;7;cenario_1_base;7;cenario_1_base_7_analistas
26/03/2026;09:00:00.000000000;Tributário;1,086386513;0,142857143;0,142857143;0,285714286;Jacó;Eva;7;cenario_1_base;7;cenario_1_base_7_analistas
09/04/2026;09:00:00.000000000;Concorrencial;1,441936347;0,150764077;0,208067819;0,368573961;Abraão;Caim;7;cenario_1_base;7;cenario_1_base_7_analistas
09/04/2026;09:00:00.000000000;Contencioso;1,433797534;0,147928911;0,18819601;0,355825425;Esaú;Abraão;7;cenario_1_base;7;cenario_1_base_7_analistas
09/04/2026;09:00:00.000000000;Contratos;2,729598212;0,272288583;0,358963595;0,715712604;Davi;Adão;7;cenario_1_base;7;cenario_1_base_7_analistas
09/04/2026;09:00:00.000000000;Direito digital;1,352424818;0,176024838;0,3114675;0,426222917;Esaú;Jacó;7;cenario_1_base;7;cenario_1_base_7_analistas
09/04/2026;09:00:00.000000000;Direito financeiro;1,394191185;0,184636231;0,332094156;0,443411797;Jacó;Eva;7;cenario_1_base;7;cenario_1_base_7_analistas
09/04/2026;09:00:00.000000000;Governança;1,405625834;0,150098342;0,181278825;0,359711392;Esaú;Jacó;7;cenario_1_base;7;cenario_1_base_7_analistas
09/04/2026;09:00:00.000000000;Propriedade intelectual;1,118977137;0,143104182;0,156968776;0,300701318;Caim;Abraão;7;cenario_1_base;7;cenario_1_base_7_analistas
09/04/2026;09:00:00.000000000;Regulatório;1,726219056;0,260616126;0,460561835;0,550468196;Caim;Jacó;7;cenario_1_base;7;cenario_1_base_7_analistas
09/04/2026;09:00:00.000000000;Societário;2,60416736;0,264911438;0,370207685;0,702019779;Eva;Abraão;7;cenario_1_base;7;cenario_1_base_7_analistas
09/04/2026;09:00:00.000000000;Trabalhista;1,115984755;0,143048692;0,151080094;0,302160187;Esaú;Caim;7;cenario_1_base;7;cenario_1_base_7_analistas
09/04/2026;09:00:00.000000000;Tributário;1,086386513;0,142857143;0,142857143;0,285714286;Jacó;Eva;7;cenario_1_base;7;cenario_1_base_7_analistas
23/04/2026;09:00:00.000000000;Concorrencial;1,443421095;0,150882743;0,208882425;0,369223465;Abraão;Caim;7;cenario_1_base;7;cenario_1_base_7_analistas
23/04/2026;09:00:00.000000000;Contencioso;1,478496044;0,149767544;0,192065899;0,374572289;Abraão;Esaú;7;cenario_1_base;7;cenario_1_base_7_analistas
23/04/2026;09:00:00.000000000;Contratos;2,748353895;0,27345843;0,359760666;0,717652676;Davi;Adão;7;cenario_1_base;7;cenario_1_base_7_analistas
23/04/2026;09:00:00.000000000;Direito digital;1,404738155;0,186879839;0,337108886;0,447590739;Esaú;Jacó;7;cenario_1_base;7;cenario_1_base_7_analistas
23/04/2026;09:00:00.000000000;Direito financeiro;1,417072192;0,189533831;0,342878616;0,452398847;Jacó;Eva;7;cenario_1_base;7;cenario_1_base_7_analistas
23/04/2026;09:00:00.000000000;Governança;1,456215881;0,151404904;0,195004515;0,370907751;Abraão;Esaú;7;cenario_1_base;7;cenario_1_base_7_analistas
23/04/2026;09:00:00.000000000;Propriedade intelectual;1,118977137;0,143104182;0,156968776;0,300701318;Caim;Abraão;7;cenario_1_base;7;cenario_1_base_7_analistas
23/04/2026;09:00:00.000000000;Regulatório;1,791932061;0,275737333;0,480343892;0,566953244;Caim;Jacó;7;cenario_1_base;7;cenario_1_base_7_analistas
23/04/2026;09:00:00.000000000;Societário;2,659745586;0,268169721;0,367146464;0,708246394;Eva;Abraão;7;cenario_1_base;7;cenario_1_base_7_analistas
23/04/2026;09:00:00.000000000;Trabalhista;1,117909134;0,143058736;0,151707358;0,302527381;Esaú;Caim;7;cenario_1_base;7;cenario_1_base_7_analistas
23/04/2026;09:00:00.000000000;Tributário;1,086386513;0,142857143;0,142857143;0,285714286;Jacó;Eva;7;cenario_1_base;7;cenario_1_base_7_analistas
07/05/2026;09:00:00.000000000;Concorrencial;1,519108331;0,152931246;0,225854671;0,378206965;Abraão;Caim;7;cenario_1_base;7;cenario_1_base_7_analistas
07/05/2026;09:00:00.000000000;Contencioso;1,561739654;0,151124574;0,202708961;0,385457968;Esaú;Abraão;7;cenario_1_base;7;cenario_1_base_7_analistas
07/05/2026;09:00:00.000000000;Contratos;2,760571117;0,274214459;0,360177629;0,718902237;Davi;Adão;7;cenario_1_base;7;cenario_1_base_7_analistas
07/05/2026;09:00:00.000000000;Direito digital;1,408259533;0,187634346;0,338766457;0,448972048;Esaú;Jacó;7;cenario_1_base;7;cenario_1_base_7_analistas
07/05/2026;09:00:00.000000000;Direito financeiro;1,576867624;0,225786311;0,409469492;0,507891243;Jacó;Eva;7;cenario_1_base;7;cenario_1_base_7_analistas
07/05/2026;09:00:00.000000000;Governança;1,525979818;0,149494819;0,186089402;0,356609018;Abraão;Esaú;7;cenario_1_base;7;cenario_1_base_7_analistas
07/05/2026;09:00:00.000000000;Propriedade intelectual;1,118977137;0,143104182;0,156968776;0,300701318;Caim;Abraão;7;cenario_1_base;7;cenario_1_base_7_analistas
07/05/2026;09:00:00.000000000;Regulatório;1,879809449;0,295555743;0,504636791;0,587197326;Caim;Jacó;7;cenario_1_base;7;cenario_1_base_7_analistas
07/05/2026;09:00:00.000000000;Societário;2,677668875;0,269227288;0,366028682;0,71019928;Eva;Abraão;7;cenario_1_base;7;cenario_1_base_7_analistas
07/05/2026;09:00:00.000000000;Trabalhista;1,117909134;0,143058736;0,151707358;0,302527381;Esaú;Caim;7;cenario_1_base;7;cenario_1_base_7_analistas
07/05/2026;09:00:00.000000000;Tributário;1,086386513;0,142857143;0,142857143;0,285714286;Jacó;Eva;7;cenario_1_base;7;cenario_1_base_7_analistas
21/05/2026;09:00:00.000000000;Concorrencial;1,618132604;0,154519263;0,212033125;0,406734798;Abraão;Caim;7;cenario_1_base;7;cenario_1_base_7_analistas
21/05/2026;09:00:00.000000000;Contencioso;1,578664005;0,150928557;0,200535783;0,383155291;Esaú;Abraão;7;cenario_1_base;7;cenario_1_base_7_analistas
21/05/2026;09:00:00.000000000;Contratos;2,768417672;0,274697064;0,359983717;0,719698955;Davi;Adão;7;cenario_1_base;7;cenario_1_base_7_analistas
21/05/2026;09:00:00.000000000;Direito digital;1,542265061;0,217748807;0,396220233;0,496850194;Esaú;Jacó;7;cenario_1_base;7;cenario_1_base_7_analistas
21/05/2026;09:00:00.000000000;Direito financeiro;1,683022873;0,250576216;0,446716706;0,538930588;Jacó;Eva;7;cenario_1_base;7;cenario_1_base_7_analistas
21/05/2026;09:00:00.000000000;Governança;1,538940871;0,148891719;0,184522146;0,354490239;Abraão;Esaú;7;cenario_1_base;7;cenario_1_base_7_analistas
21/05/2026;09:00:00.000000000;Propriedade intelectual;1,11993228;0,143105876;0,156834904;0,30129772;Caim;Abraão;7;cenario_1_base;7;cenario_1_base_7_analistas
21/05/2026;09:00:00.000000000;Regulatório;1,904789043;0,301088797;0,511133034;0,592610862;Caim;Jacó;7;cenario_1_base;7;cenario_1_base_7_analistas
21/05/2026;09:00:00.000000000;Societário;2,722854976;0,271881607;0,360583538;0,715008558;Eva;Abraão;7;cenario_1_base;7;cenario_1_base_7_analistas
21/05/2026;09:00:00.000000000;Trabalhista;1,117909134;0,143058736;0,151707358;0,302527381;Esaú;Caim;7;cenario_1_base;7;cenario_1_base_7_analistas
21/05/2026;09:00:00.000000000;Tributário;1,086386513;0,142857143;0,142857143;0,285714286;Jacó;Eva;7;cenario_1_base;7;cenario_1_base_7_analistas
04/06/2026;09:00:00.000000000;Concorrencial;1,63417385;0,154213853;0,209951782;0,402742241;Abraão;Caim;7;cenario_1_base;7;cenario_1_base_7_analistas
04/06/2026;09:00:00.000000000;Contencioso;1,585797707;0,151191923;0,200598142;0,385148784;Esaú;Abraão;7;cenario_1_base;7;cenario_1_base_7_analistas
04/06/2026;09:00:00.000000000;Contratos;2,770622439;0,274832606;0,360062939;0,719922009;Davi;Adão;7;cenario_1_base;7;cenario_1_base_7_analistas
04/06/2026;09:00:00.000000000;Direito digital;1,558906583;0,221607684;0,402665657;0,50222138;Esaú;Jacó;7;cenario_1_base;7;cenario_1_base_7_analistas
04/06/2026;09:00:00.000000000;Direito financeiro;1,763572688;0,269238393;0,471987491;0,559989576;Jacó;Eva;7;cenario_1_base;7;cenario_1_base_7_analistas
04/06/2026;09:00:00.000000000;Governança;1,631840906;0,154098006;0,22010794;0,390628125;Abraão;Esaú;7;cenario_1_base;7;cenario_1_base_7_analistas
04/06/2026;09:00:00.000000000;Propriedade intelectual;1,120956864;0,143131667;0,157605579;0,301936353;Caim;Abraão;7;cenario_1_base;7;cenario_1_base_7_analistas
04/06/2026;09:00:00.000000000;Regulatório;1,918869963;0,304186476;0,514720404;0,595600337;Caim;Jacó;7;cenario_1_base;7;cenario_1_base_7_analistas
04/06/2026;09:00:00.000000000;Societário;2,733934035;0,272591112;0,362169675;0,716163464;Eva;Abraão;7;cenario_1_base;7;cenario_1_base_7_analistas
04/06/2026;09:00:00.000000000;Trabalhista;1,129453819;0,143096352;0,150156685;0,299435104;Esaú;Abraão;7;cenario_1_base;7;cenario_1_base_7_analistas
04/06/2026;09:00:00.000000000;Tributário;1,151236679;0,145487494;0,190334742;0,325950623;Adão;Davi;7;cenario_1_base;7;cenario_1_base_7_analistas
18/06/2026;09:00:00.000000000;Concorrencial;1,809421814;0,15878578;0,228059104;0,417676423;Caim;Abraão;7;cenario_1_base;7;cenario_1_base_7_analistas
18/06/2026;09:00:00.000000000;Contencioso;1,587261335;0,151254109;0,200413169;0,385715744;Esaú;Abraão;7;cenario_1_base;7;cenario_1_base_7_analistas
18/06/2026;09:00:00.000000000;Contratos;2,773775544;0,275026198;0,360139887;0,720240389;Davi;Adão;7;cenario_1_base;7;cenario_1_base_7_analistas
18/06/2026;09:00:00.000000000;Direito digital;1,606923461;0,232799849;0,420514752;0,517095627;Esaú;Jacó;7;cenario_1_base;7;cenario_1_base_7_analistas
18/06/2026;09:00:00.000000000;Direito financeiro;1,857716448;0,290623215;0,498745656;0,582288046;Jacó;Eva;7;cenario_1_base;7;cenario_1_base_7_analistas
18/06/2026;09:00:00.000000000;Governança;1,634572552;0,154182403;0,220735231;0,390970449;Abraão;Esaú;7;cenario_1_base;7;cenario_1_base_7_analistas
18/06/2026;09:00:00.000000000;Propriedade intelectual;1,122853525;0,143129699;0,15733936;0,30228105;Caim;Abraão;7;cenario_1_base;7;cenario_1_base_7_analistas
18/06/2026;09:00:00.000000000;Regulatório;1,924895537;0,305507253;0,516239493;0,596866245;Caim;Jacó;7;cenario_1_base;7;cenario_1_base_7_analistas
18/06/2026;09:00:00.000000000;Societário;2,74678527;0,273365179;0,360475211;0,717491434;Eva;Abraão;7;cenario_1_base;7;cenario_1_base_7_analistas
18/06/2026;09:00:00.000000000;Trabalhista;1,131442378;0,143120692;0,150773599;0,300666377;Esaú;Abraão;7;cenario_1_base;7;cenario_1_base_7_analistas
18/06/2026;09:00:00.000000000;Tributário;1,151236679;0,145487494;0,190334742;0,325950623;Adão;Davi;7;cenario_1_base;7;cenario_1_base_7_analistas
02/07/2026;09:00:00.000000000;Concorrencial;1,891806778;0,15724171;0,218127519;0,399487326;Caim;Abraão;7;cenario_1_base;7;cenario_1_base_7_analistas
02/07/2026;09:00:00.000000000;Contencioso;1,637316662;0,153940642;0,209548782;0,403835007;Abraão;Esaú;7;cenario_1_base;7;cenario_1_base_7_analistas
02/07/2026;09:00:00.000000000;Contratos;2,774606424;0,275077166;0,360164722;0,720324166;Davi;Adão;7;cenario_1_base;7;cenario_1_base_7_analistas
02/07/2026;09:00:00.000000000;Direito digital;1,613080366;0,23423852;0,422726567;0,518938806;Esaú;Jacó;7;cenario_1_base;7;cenario_1_base_7_analistas
02/07/2026;09:00:00.000000000;Direito financeiro;1,886573258;0,297058632;0,506412785;0,588677321;Jacó;Eva;7;cenario_1_base;7;cenario_1_base_7_analistas
02/07/2026;09:00:00.000000000;Governança;1,723110466;0,156972473;0,232562599;0,404962244;Abraão;Esaú;7;cenario_1_base;7;cenario_1_base_7_analistas
02/07/2026;09:00:00.000000000;Propriedade intelectual;1,124810701;0,143148653;0,157980652;0,302670143;Caim;Abraão;7;cenario_1_base;7;cenario_1_base_7_analistas
02/07/2026;09:00:00.000000000;Regulatório;1,927059594;0,305980895;0,516782749;0,597318957;Caim;Jacó;7;cenario_1_base;7;cenario_1_base_7_analistas
02/07/2026;09:00:00.000000000;Societário;2,759647836;0,274161893;0,36106524;0,718808191;Eva;Abraão;7;cenario_1_base;7;cenario_1_base_7_analistas
02/07/2026;09:00:00.000000000;Trabalhista;1,198680933;0,143622104;0,157949843;0,314099616;Davi;Jacó;7;cenario_1_base;7;cenario_1_base_7_analistas
02/07/2026;09:00:00.000000000;Tributário;1,151236679;0,145487494;0,190334742;0,325950623;Adão;Davi;7;cenario_1_base;7;cenario_1_base_7_analistas
16/07/2026;09:00:00.000000000;Concorrencial;2,056191588;0,155457986;0,200689041;0,393932218;Caim;Esaú;7;cenario_1_base;7;cenario_1_base_7_analistas
16/07/2026;09:00:00.000000000;Contencioso;1,733549246;0,157546195;0,22823443;0,412619995;Abraão;Esaú;7;cenario_1_base;7;cenario_1_base_7_analistas
16/07/2026;09:00:00.000000000;Contratos;2,775247356;0,275116471;0,360223206;0,720388756;Davi;Adão;7;cenario_1_base;7;cenario_1_base_7_analistas
16/07/2026;09:00:00.000000000;Direito digital;1,661353465;0,245520365;0,439500107;0,532916755;Esaú;Jacó;7;cenario_1_base;7;cenario_1_base_7_analistas
16/07/2026;09:00:00.000000000;Direito financeiro;1,906373951;0,30143824;0,511539465;0,592949554;Jacó;Eva;7;cenario_1_base;7;cenario_1_base_7_analistas
16/07/2026;09:00:00.000000000;Governança;1,729771492;0,156981862;0,232647873;0,40438364;Abraão;Esaú;7;cenario_1_base;7;cenario_1_base_7_analistas
16/07/2026;09:00:00.000000000;Propriedade intelectual;1,125844668;0,143176594;0,158753956;0,303310565;Caim;Abraão;7;cenario_1_base;7;cenario_1_base_7_analistas
16/07/2026;09:00:00.000000000;Regulatório;1,928005748;0,306187859;0,517019884;0,59751657;Caim;Jacó;7;cenario_1_base;7;cenario_1_base_7_analistas
16/07/2026;09:00:00.000000000;Societário;2,770533059;0,274827963;0,360615992;0,719912973;Eva;Abraão;7;cenario_1_base;7;cenario_1_base_7_analistas
16/07/2026;09:00:00.000000000;Trabalhista;1,264619653;0,144432023;0,173269754;0,32298391;Adão;Davi;7;cenario_1_base;7;cenario_1_base_7_analistas
16/07/2026;09:00:00.000000000;Tributário;1,151236679;0,145487494;0,190334742;0,325950623;Adão;Davi;7;cenario_1_base;7;cenario_1_base_7_analistas
30/07/2026;09:00:00.000000000;Concorrencial;2,110021938;0,156482922;0,195569113;0,383882318;Caim;Esaú;7;cenario_1_base;7;cenario_1_base_7_analistas
30/07/2026;09:00:00.000000000;Contencioso;1,734635228;0,157486048;0,228091542;0,412361671;Abraão;Esaú;7;cenario_1_base;7;cenario_1_base_7_analistas
